FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Utrecht v Jong Vitesse AGOVV,716,716,716,716,716,716,716,716,716,716,716,716,716,716,716
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Utrecht v Jong Vitesse AGOVV/Asian Handicap,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong VVV Helmond Sport v Jong NAC Breda,513,513,513,513,513,513,513,513,513,513,513,513,513,513,513
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong VVV Helmond Sport v Jong NAC Breda/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Volendam v Jong Willem II,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Volendam v Jong Willem II/Asian Handicap,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
Dutch Soccer/Euro U21 Championship Qualifiers/Fixtures 04 September/Netherlands U21 v Georgia U21/Asian Handicap,27,27,0,27,0,27,27,27,27,27,27,27,27,27,27
Dutch Soccer/Euro U21 Championship Qualifiers/Fixtures 04 September/Netherlands U21 v Georgia U21/Total Goals,29,29,0,29,0,29,29,29,29,29,29,29,29,29,29
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu),1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108,1108
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu)/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu)/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
England v Norway/Asian Handicap,107,107,0,107,0,107,107,107,107,107,107,107,107,107,107
England v Norway/England Total Goals,60,60,0,60,0,60,60,60,60,60,60,60,60,60,60
England v Norway/Norway Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
England v Norway/Total Goals,95,95,0,95,0,95,95,95,95,95,95,95,95,95,95
English Soccer/Conference North/Fixtures 06 September/Barrow v Worcester,381,381,381,381,381,381,381,381,381,381,381,381,381,381,381
English Soccer/Conference North/Fixtures 06 September/Bradford PA v Boston Utd,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
English Soccer/Conference North/Fixtures 06 September/Colwyn Bay v Gainsborough,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
English Soccer/Conference North/Fixtures 06 September/Gloucester v Hyde,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
English Soccer/Conference North/Fixtures 06 September/Gloucester v Hyde/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Conference North/Fixtures 06 September/Hednesford v Stockport,448,448,448,448,448,448,448,448,448,448,448,448,448,448,448
English Soccer/Conference North/Fixtures 06 September/North Ferriby Utd v Solihull Moors,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
English Soccer/Conference North/Fixtures 06 September/North Ferriby Utd v Solihull Moors/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield,482,482,482,482,482,482,482,482,482,482,482,482,482,482,482
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield/Asian Handicap,15,15,0,15,0,15,15,15,15,15,15,15,15,15,15
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Conference Premier/Fixtures 06 September/FC Halifax Town v Aldershot,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
English Soccer/Conference Premier/Fixtures 06 September/Forest Green v Wrexham,548,548,548,548,548,548,548,548,548,548,548,548,548,548,548
English Soccer/Conference Premier/Fixtures 06 September/Forest Green v Wrexham/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd,506,506,506,506,506,506,506,506,506,506,506,506,506,506,506
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/Conference Premier/Fixtures 06 September/Kidderminster v Gateshead,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
English Soccer/Conference Premier/Fixtures 06 September/Telford v Dover,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
English Soccer/Conference South/Fixtures 06 September/Ebbsfleet Utd v St Albans,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56
English Soccer/Conference South/Fixtures 06 September/Farnborough v Havant and W,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
English Soccer/Isthmian Premier/Fixtures 01 September/Kingstonian FC v Bury Town FC,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036
English Soccer/Isthmian Premier/Fixtures 01 September/Kingstonian FC v Bury Town FC/Asian Handicap,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Isthmian Premier/Fixtures 02 September/Enfield Town FC v Tonbridge Angels,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189
English Soccer/Isthmian Premier/Fixtures 02 September/Hornchurch v Maidstone United FC,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153
English Soccer/Isthmian Premier/Fixtures 02 September/Leiston v East Thurrock,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223
English Soccer/Isthmian Premier/Fixtures 03 September/Leatherhead FC v Billericay Town,315,315,315,315,315,315,315,315,315,315,315,315,315,315,315
English Soccer/Isthmian Premier/Fixtures 03 September/Lewes v Grays Athletic FC,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
English Soccer/Isthmian Premier/Fixtures 03 September/Peacehaven & Telscombe v Metropolitan Police FC,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281,1281
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend/Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd,979,979,979,979,979,979,979,979,979,979,979,979,979,979,979
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd/Total Goals,10,10,0,10,0,10,10,10,10,10,10,10,10,10,10
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd,963,963,963,963,963,963,963,963,963,963,963,963,963,963,963
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd/Asian Handicap,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale/Asian Handicap,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe/Total Goals,24,24,0,24,0,24,24,24,24,24,24,24,24,24,24
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163,1163
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield/Asian Handicap,23,23,0,23,0,23,23,23,23,23,23,23,23,23,23
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield/Total Goals,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford/Asian Handicap,20,20,0,20,0,20,20,20,20,20,20,20,20,20,20
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford/Total Goals,20,20,0,20,0,20,20,20,20,20,20,20,20,20,20
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630,2630
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Asian Handicap,21,21,0,21,0,21,21,21,21,21,21,21,21,21,21
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Leyton Orient Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Peterborough Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Total Goals,36,36,0,36,0,36,36,36,36,36,36,36,36,36,36
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528,1528
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury/Asian Handicap,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury/Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield/Total Goals,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234,1234
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry/Asian Handicap,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry/Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth/Total Goals,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979,3979
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Asian Handicap,46,46,0,46,0,46,46,46,46,46,46,46,46,46,46
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Coventry Total Goals,36,36,0,36,0,36,36,36,36,36,36,36,36,36,36
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Gillingham Total Goals,19,19,0,19,0,19,19,19,19,19,19,19,19,19,19
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Total Goals,72,72,0,72,0,72,72,72,72,72,72,72,72,72,72
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652,1652
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Asian Handicap,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Bradford Total Goals,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Yeovil Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Asian Handicap,61,61,0,61,0,61,61,61,61,61,61,61,61,61,61
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Bristol City Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Scunthorpe Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Total Goals,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Asian Handicap,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Crawley Town Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Rochdale Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Total Goals,9,9,0,9,0,9,9,9,9,9,9,9,9,9,9
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town/Asian Handicap,8,8,0,8,0,8,8,8,8,8,8,8,8,8,8
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town/Total Goals,12,12,0,12,0,12,12,12,12,12,12,12,12,12,12
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779,1779
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Asian Handicap,25,25,0,25,0,25,25,25,25,25,25,25,25,25,25
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Peterborough Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Port Vale Total Goals,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Total Goals,18,18,0,18,0,18,18,18,18,18,18,18,18,18,18
English Soccer/League One/Fixtures 06 September/Walsall v Colchester,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516,1516
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Asian Handicap,48,48,0,48,0,48,48,48,48,48,48,48,48,48,48
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Colchester Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Accrington S Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Asian Handicap,6,6,0,6,0,6,6,6,6,6,6,6,6,6,6
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Total Goals,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon,962,962,962,962,962,962,962,962,962,962,962,962,962,962,962
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Asian Handicap,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Carlisle Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
English Soccer/League Two/Fixtures 06 September/Dag and Red v Northampton,725,725,725,725,725,725,725,725,725,725,725,725,725,725,725
English Soccer/League Two/Fixtures 06 September/Dag and Red v Northampton/Asian Handicap,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/League Two/Fixtures 06 September/Dag and Red v Northampton/Northampton Total Goals,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
English Soccer/League Two/Fixtures 06 September/Dag and Red v Northampton/Total Goals,13,13,0,13,0,13,13,13,13,13,13,13,13,13,13
English Soccer/League Two/Fixtures 06 September/Exeter v Mansfield,689,689,689,689,689,689,689,689,689,689,689,689,689,689,689
English Soccer/League Two/Fixtures 06 September/Exeter v Mansfield/Mansfield Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/League Two/Fixtures 06 September/Hartlepool v Shrewsbury,916,916,916,916,916,916,916,916,916,916,916,916,916,916,916
English Soccer/League Two/Fixtures 06 September/Hartlepool v Shrewsbury/Asian Handicap,14,14,0,14,0,14,14,14,14,14,14,14,14,14,14
English Soccer/League Two/Fixtures 06 September/Hartlepool v Shrewsbury/Shrewsbury Total Goals,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/League Two/Fixtures 06 September/Hartlepool v Shrewsbury/Total Goals,5,5,0,5,0,5,5,5,5,5,5,5,5,5,5
English Soccer/League Two/Fixtures 06 September/Luton v Plymouth,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446,3446
English Soccer/League Two/Fixtures 06 September/Luton v Plymouth/Asian Handicap,17,17,0,17,0,17,17,17,17,17,17,17,17,17,17
English Soccer/League Two/Fixtures 06 September/Luton v Plymouth/Luton Total Goals,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3
English Soccer/League Two/Fixtures 06 September/Luton v Plymouth/Plymouth Total Goals,16,16,0,16,0,16,16,16,16,16,16,16,16,16,16
English Soccer/League Two/Fixtures 06 September/Luton v Plymouth/Total Goals,42,42,0,42,0,42,42,42,42,42,42,42,42,42,42
English Soccer/League Two/Fixtures 06 September/Morecambe v Cheltenham,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092,1092
English Soccer/League Two/Fixtures 06 September/Morecambe v Cheltenham/Asian Handicap,7,7,0,7,0,7,7,7,7,7,7,7,7,7,7
English Soccer/League Two/Fixtures 06 September/Morecambe v Cheltenham/Total Goals,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2
English Soccer/League Two/Fixtures 06 September/Southend v Oxford Utd,968,968,968,968,968,968,968,968,968,968,968,968,968,968,968
English Soccer/League Two/Fixtures 06 September/Southend v Oxford Utd/Asian Handicap,11,11,0,11,0,11,11,11,11,11,11,11,11,11,11
