FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group C/Global Softech Sixes 2014/Fixtures 04 September/Cobras v Knights,16,66.24,93.6298,9.7112,04-09-2014 08:49:14,,
Group C/Global Softech Sixes 2014/Fixtures 04 September/Cobras v Lions,34,223.06,225.33540000000002,0.0,04-09-2014 13:52:00,,
Group C/Global Softech Sixes 2014/Fixtures 04 September/Knights v Dolphins,34,224.26,226.5474,0.0,04-09-2014 12:50:32,,
Group C/Global Softech Sixes 2014/Fixtures 04 September/Lions v Titans,74,1197.8600000000001,472.19960000000003,1168.608,04-09-2014 12:39:45,,
Group C/Global Softech Sixes 2014/Fixtures 04 September/Titans v Dolphins,36,246.82,249.5706,0.0,04-09-2014 14:42:07,,
Group C/West Indies v Bangladesh 2014/Test Series/West Indies v Bangladesh (1st Test),7,34.8,4.32,92.908,07-09-2014 22:31:17,,
Group C/West Indies v Bangladesh 2014/Test Series/West Indies v Bangladesh/Bangladesh 1st Inns Runs,524,9615.08,5196.0214,12879.8888,,,
Group C/West Indies v Bangladesh 2014/Test Series/West Indies v Bangladesh/West Indies 1st Inns Runs,1292,65115.58,66225.9132,29476.0202,,,
Group C/Zimbabwe Triangular Series 2014,112,12733.16,19879.7838,99763.0058,06-09-2014 14:44:22,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa,45836,23294318.81,23945614.9437,12335238.2412,02-09-2014 14:48:32,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa/Australia 10 Over Total,415,13269.6,9609.4218,15841.589,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa/Australia Innings Runs,5876,837282.48,1258295.7176,986826.7984000001,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa/Australia Opening Partnership,16,314.02,351.2622,96.57600000000001,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa/South Africa 10 Over Total,245,7483.98,2199.9035999999996,13669.3408,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 02 September/Australia v South Africa/South Africa Opening Partnership,6,186.27999999999997,0.0,283.04879999999997,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 04 September/Zimbabwe v South Africa,22775,21467076.580000002,24113197.3096,2212626.0198,04-09-2014 14:53:57,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 04 September/Zimbabwe v South Africa/South Africa 10 Over Total,657,15604.42,2965.4649999999997,31672.924,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 04 September/Zimbabwe v South Africa/South Africa Innings Runs,5155,538032.46,166887.3528,1512502.8272,,,
Group C/Zimbabwe Triangular Series 2014/Fixtures 04 September/Zimbabwe v South Africa/Zimbabwe 10 Over Total,1065,61399.84,84354.3406,30972.157,,,
Group C/Zimbabwe Triangular Series 2014/The Final/Australia v South Africa,32180,23158337.77,28139539.5152,4372099.9399999995,06-09-2014 14:44:39,,
Group C/Zimbabwe Triangular Series 2014/The Final/Australia v South Africa/Australia 10 Over Total,616,32508.02,30982.1426,16362.3942,,,
Group C/Zimbabwe Triangular Series 2014/The Final/Australia v South Africa/Australia Innings Runs,6417,706658.38,499951.3802,1278808.8118,,,
Group C/Zimbabwe Triangular Series 2014/The Final/Australia v South Africa/South Africa 10 Over Total,360,14286.26,17058.9912,9044.5888,,,
Group C/Zimbabwe Triangular Series 2014/The Final/Australia v South Africa/South Africa Opening Partnership,7,306.24,70.426,419.56399999999996,,,
