FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/US Open 2014/Mens Tournament/Third Round Matches/G Dimitrov v Goffin,10373,2037365.47,2291998.0278,1020807.7956,01-09-2014 03:20:22,,
Group A/US Open 2014/Mens Tournament/Third Round Matches/Kohlschreiber v Isner,527,25815.36,24520.2674,21737.816,01-09-2014 10:00:54,,
Group A/US Open 2014/Mens Tournament/Third Round Matches/M Granollers v Federer,11944,4849445.18,5185960.1002,1578891.8716,01-09-2014 00:23:04,,
Group A/US Open 2014/Mens Tournament/Third Round Matches/M Granollers v Federer/Game Betting/Set 04,65,1621.42,1797.0312000000001,585.8364,01-09-2014 00:16:32,,
Group A/US Open 2014/Mens Tournament/Third Round Matches/Monfils v Gasquet,8636,1703914.56,2186710.1684,453893.6296,01-09-2014 02:20:29,,
Group A/US Open 2014/Mixed Doubles/Barty/Peers v Townsend/Young,719,29553.0,21723.489,23489.4688,01-09-2014 16:35:44,,
Group A/US Open 2014/Mixed Doubles/Chan/Hutchins v Peschke/Matkowski,611,86817.43000000001,81091.2689,70648.2454,01-09-2014 22:49:13,,
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Chan/Hutchins,2531,161427.38,176029.5326,56650.9682,03-09-2014 23:32:34,,
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Spears/Gonzalez,3392,991074.72,1225751.267,167312.7488,05-09-2014 17:38:12,,
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Srebotnik/Bopanna,344,9006.2,8440.414999999999,7893.1864000000005,02-09-2014 00:48:20,,
Group A/US Open 2014/Mixed Doubles/Spears/Gonzalez v Black/Paes,453,20727.24,10380.8334,24426.0634,02-09-2014 00:32:09,,
Group A/US Open 2014/Mixed Doubles/Spears/Gonzalez v Townsend/Young,628,75134.2,80742.943,26069.707,03-09-2014 16:15:49,,
Group A/US Open 2014/Womens Tournament,28048,1374266.1,1687919.1781,10032005.0542,07-09-2014 22:12:05,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Black/Mirza v Diyas/Xu,1511,159571.96,179387.559,15716.124,02-09-2014 21:44:50,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Black/Mirza v Jankovic/Koukalova,1019,51474.38,55859.108,13199.0486,01-09-2014 21:21:23,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Date-Krumm/Zahlavova Strycova v Hsieh/Peng,900,31450.04,33447.602,11885.7166,01-09-2014 19:51:01,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Gajdosova/Tomljanovic v Hingis/Pennetta,711,34627.08,36251.8094,20119.3202,01-09-2014 21:13:56,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Black/Mirza,2335,239852.22,297095.417,57768.329600000005,04-09-2014 20:39:18,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Makarova/Vesnina,16108,3653101.03,2064531.3762,3431192.8852,07-09-2014 00:44:01,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Peschke/Srebotnik,1238,92375.84,94980.9938,37685.6828,02-09-2014 20:43:02,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hlavackova/Zheng v Dabrowski/Rosolska,1169,62763.78,69889.699,18852.6362,01-09-2014 16:35:59,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hlavackova/Zheng v Date-Krumm/Zahlavova Stry,4149,513683.9,541921.8452,221058.1606,03-09-2014 19:27:05,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Kudryavtseva/Rodionova v Peschke/Srebotnik,2674,138585.92,143706.9604,74409.0974,01-09-2014 19:35:36,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Makarova/Vesnina v Date-Krumm/Zahlavova Stry,6949,1093217.58,1143642.8228,430754.1222,04-09-2014 17:03:38,,
Group A/US Open 2014/Womens Tournament/Doubles Matches/Williams/Williams v Makarova/Vesnina,13747,1302597.2,1168481.9258,1014064.3244,02-09-2014 18:12:15,,
