FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Group A/Brasov Challenger 2014/First Round Matches/G Melzer v M Jankovic,1960,149059.8,175356.3002,29632.536,2/9/14 9:35,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Grigelis v Pouille,6060,308678.98,284702.782,205519.7658,2/9/14 10:22,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/J Eysseric v Karatsev,2816,163197.32,130983.7962,166237.9412,3/9/14 11:35,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Luncanu v Cornea,627,67550.71,70505.7314,14190.89,2/9/14 13:52,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Machado v Mertl,2768,172820.61,190637.3137,54623.4874,3/9/14 10:15,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/R Marcora v Riba,3312,286916.1,193517.2524,243757.8746,3/9/14 9:32,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Reuter v Torroni,1155,49435.26,54180.5706,12662.5806,3/9/14 8:47,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Rodriguez - Pace v Buchanan,418,47708.2,54695.8272,10426.1392,2/9/14 11:35,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Rudnev v Sikora,1397,78566.64,68483.5484,66766.5606,2/9/14 9:59,Romania,Bra_ov
Group A/Brasov Challenger 2014/First Round Matches/Rufin v Cipolla,1012,79582.48,82268.1662,21520.6046,2/9/14 12:31,Romania,Bra_ov
Group A/Brasov Challenger 2014/Quarter Final Matches/A Haider-Maurer v Luncanu,1464,310231.54,331134.7764,67028.893,5/9/14 14:21,Romania,Bra_ov
Group A/Brasov Challenger 2014/Quarter Final Matches/A Ungur v J Pospisil,5387,373330.06,434660.2346,113748.9412,5/9/14 12:51,Romania,Bra_ov
Group A/Brasov Challenger 2014/Quarter Final Matches/Karatsev v Sikora,4583,379291.82,452034.5602,70839.4468,5/9/14 9:52,Romania,Bra_ov
Group A/Brasov Challenger 2014/Quarter Final Matches/Rufin v Grigelis,5763,512500.03,565103.7926,119275.6498,5/9/14 9:14,Romania,Bra_ov
Group A/Brasov Challenger 2014/Second Round Matches/A Haider-Maurer v Reuter,3606,279012.59,297355.8148,248476.7438,4/9/14 10:48,Romania,Bra_ov
