FULL_DESCRIPTION,SPORTS_ID,EVENT_ID,SETTLED_DATE,SCHEDULED_OFF,EVENT,DT ACTUAL_OFF,SELECTION_ID,SELECTION,ODDS,NUMBER_BETS,VOLUME_MATCHED,LATEST_TAKEN,FIRST_TAKEN,WIN_FLAG,IN_PLAY
Group A/St Remy Challenger 2014/First Round Matches/Crepaldi v Stakhovsky,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
Group A/St Remy Challenger 2014/First Round Matches/Donskoy v Gerasimov,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
Group A/St Remy Challenger 2014/First Round Matches/F Martin v Serra,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
Group A/St Remy Challenger 2014/First Round Matches/Kravchuk v Bemelmans,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
Group A/St Remy Challenger 2014/First Round Matches/Lammer v Gicquel,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
Group A/St Remy Challenger 2014/First Round Matches/Mahut v Ri Becker,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114
Group A/St Remy Challenger 2014/First Round Matches/Molchanov v Klec,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181
Group A/St Remy Challenger 2014/First Round Matches/Moriya v Millot,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230
Group A/St Remy Challenger 2014/First Round Matches/Ouanna v Gombos,316,316,316,316,316,316,316,316,316,316,316,316,316,316,316
Group A/St Remy Challenger 2014/First Round Matches/P Mathieu v A Zverev,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258
Group A/St Remy Challenger 2014/First Round Matches/Shcherba v Chazal,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Group A/St Remy Challenger 2014/First Round Matches/Vaisse v M Fischer,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288
Group A/St Remy Challenger 2014/First Round Matches/Veger v P Herbert,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182
Group A/St Remy Challenger 2014/Quarter Final Matches/A Zverev v P Herbert,498,498,498,498,498,498,498,498,498,498,498,498,498,498,498
Group A/St Remy Challenger 2014/Quarter Final Matches/Chazal v Stakhovsky,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
Group A/St Remy Challenger 2014/Quarter Final Matches/Mahut v Gombos,374,374,374,374,374,374,374,374,374,374,374,374,374,374,374
Group A/St Remy Challenger 2014/Quarter Final Matches/Millot v Molchanov,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242
Group A/St Remy Challenger 2014/Second Round Matches/A Zverev v Guez,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
Group A/St Remy Challenger 2014/Second Round Matches/F Martin v Gombos,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175
Group A/St Remy Challenger 2014/Second Round Matches/Gerasimov v Chazal,330,330,330,330,330,330,330,330,330,330,330,330,330,330,330
Group A/St Remy Challenger 2014/Second Round Matches/Gicquel v Stakhovsky,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299
Group A/St Remy Challenger 2014/Second Round Matches/Mahut v Vaisse,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115
Group A/St Remy Challenger 2014/Second Round Matches/Millot v Bemelmans,154,154,154,154,154,154,154,154,154,154,154,154,154,154,154
Group A/St Remy Challenger 2014/Second Round Matches/Molchanov v K De Schepper,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231
Group A/St Remy Challenger 2014/Second Round Matches/Y Marti v P Herbert,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
Group A/St Remy Challenger 2014/Semi Final Matches/Millot v Stakhovsky,469,469,469,469,469,469,469,469,469,469,469,469,469,469,469
Group A/St Remy Challenger 2014/Semi Final Matches/P Herbert v Mahut,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
Group A/St Remy Challenger 2014/The Final/Mahut v Millot,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
Group A/Suzhou Ladies Open 2014/First Round Matches/Abduraimova v S Zheng,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203
Group A/Suzhou Ladies Open 2014/First Round Matches/Ai Zhu v Mayr-Achleitner,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Group A/Suzhou Ladies Open 2014/First Round Matches/Buyukakcay v L Kichenok,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440
Group A/Suzhou Ladies Open 2014/First Round Matches/C Chan v Kumkhum,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
Group A/Suzhou Ladies Open 2014/First Round Matches/Cepelova v Webley-Smith,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
Group A/Suzhou Ladies Open 2014/First Round Matches/Czink v Martic,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
Group A/Suzhou Ladies Open 2014/First Round Matches/Eguchi v Ar Rodionova,389,389,389,389,389,389,389,389,389,389,389,389,389,389,389
Group A/Suzhou Ladies Open 2014/First Round Matches/Friedsam v Xin,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
Group A/Suzhou Ladies Open 2014/First Round Matches/Hozumi v N Kichenok,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
Group A/Suzhou Ladies Open 2014/First Round Matches/L Zhang v Shapatava,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Group A/Suzhou Ladies Open 2014/First Round Matches/L Zhu v Kozlova,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
Group A/Suzhou Ladies Open 2014/First Round Matches/Pervak v Y Duan,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208
Group A/Suzhou Ladies Open 2014/First Round Matches/Sh Hsieh v R Ozaki,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Group A/Suzhou Ladies Open 2014/First Round Matches/Yaf Wang v F Liu,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
Group A/Suzhou Ladies Open 2014/First Round Matches/Yi Yuan v Linette,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
Group A/Suzhou Ladies Open 2014/First Round Matches/Zh Yang v Yix Li,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
Group A/Suzhou Ladies Open 2014/Quarter Final Matches/Cepelova v S Zheng,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218
Group A/Suzhou Ladies Open 2014/Quarter Final Matches/Eguchi v R Ozaki,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
Group A/Suzhou Ladies Open 2014/Quarter Final Matches/Friedsam v Kozlova,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
Group A/Suzhou Ladies Open 2014/Quarter Final Matches/Y Duan v Mayr-Achleitner,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227
Group A/Suzhou Ladies Open 2014/Second Round Matches/Cepelova v Hozumi,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Group A/Suzhou Ladies Open 2014/Second Round Matches/Friedsam v Martic,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
Group A/Suzhou Ladies Open 2014/Second Round Matches/L Kichenok v Eguchi,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Group A/Suzhou Ladies Open 2014/Second Round Matches/L Zhang v Kozlova,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235
Group A/Suzhou Ladies Open 2014/Second Round Matches/Linette v Mayr-Achleitner,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237
Group A/Suzhou Ladies Open 2014/Second Round Matches/R Ozaki v C Chan,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
Group A/Suzhou Ladies Open 2014/Second Round Matches/Y Duan v F Liu,282,282,282,282,282,282,282,282,282,282,282,282,282,282,282
Group A/Suzhou Ladies Open 2014/Second Round Matches/Zh Yang v S Zheng,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Group A/Suzhou Ladies Open 2014/Semi Final Matches/Cepelova v Friedsam,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
Group A/Suzhou Ladies Open 2014/Semi Final Matches/Eguchi v Y Duan,339,339,339,339,339,339,339,339,339,339,339,339,339,339,339
Group A/Suzhou Ladies Open 2014/The Final/Friedsam v Y Duan,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
Group A/Tashkent Open 2014/Qualifying Matches/Folts v L Kichenok,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
Group A/Tashkent Open 2014/Qualifying Matches/Kalashnikova v L Kichenok,290,290,290,290,290,290,290,290,290,290,290,290,290,290,290
Group A/Tashkent Open 2014/Qualifying Matches/M Gasparyan v R Ozaki,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246
Group A/Tashkent Open 2014/Qualifying Matches/Putintseva v Kalashnikova,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
Group A/Tashkent Open 2014/Qualifying Matches/Raina v R Ozaki,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
Group A/Tashkent Open 2014/Qualifying Matches/S Sharipova v N Kichenok,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
Group A/Tashkent Open 2014/Qualifying Matches/Sirotkina v M Gasparyan,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
Group A/Tashkent Open 2014/Qualifying Matches/Tsurenko v Kuwata,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
Group A/Tashkent Open 2014/Qualifying Matches/Tsurenko v Lykina,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Group A/Tashkent Open 2014/Qualifying Matches/Vangelova v Kuwata,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Group A/Tashkent Open 2014/Qualifying Matches/Zanevska v Ekshibarova,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118
Group A/Tashkent Open 2014/Qualifying Matches/Zanevska v N Kichenok,302,302,302,302,302,302,302,302,302,302,302,302,302,302,302
Group A/Tennis Specials 2014/A Murray Specials 2014,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
Group A/Tennis Specials 2014/Federer Specials 2014,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Group A/Tennis Specials 2014/S Williams Specials 2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Group A/Tennis Specials 2014/Wawrinka Specials 2014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Group A/US Open 2014,433,433,433,433,433,433,433,433,433,433,433,433,433,433,433
Group A/US Open 2014/Mens Tournament,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625,1625
Group A/US Open 2014/Mens Tournament/Doubles Matches/Berlocq/Mayer v Dodig/Melo,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
Group A/US Open 2014/Mens Tournament/Doubles Matches/Bryan/Bryan v Granollers/Lopez,333,333,333,333,333,333,333,333,333,333,333,333,333,333,333
Group A/US Open 2014/Mens Tournament/Doubles Matches/Bryan/Bryan v Klahn/Smyczek,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
Group A/US Open 2014/Mens Tournament/Doubles Matches/Bryan/Bryan v Lipsky/Ram,323,323,323,323,323,323,323,323,323,323,323,323,323,323,323
Group A/US Open 2014/Mens Tournament/Doubles Matches/Bryan/Bryan v Marrero/Verdasco,326,326,326,326,326,326,326,326,326,326,326,326,326,326,326
Group A/US Open 2014/Mens Tournament/Doubles Matches/Dodig/Melo v Granollers/Lopez,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
Group A/US Open 2014/Mens Tournament/Doubles Matches/Granollers/Lopez v Peya/Soares,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
Group A/US Open 2014/Mens Tournament/Doubles Matches/Kukushkin/Venus v Peya/Soares,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Group A/US Open 2014/Mens Tournament/Doubles Matches/Lipsky/Ram v Butorac/Klaasen,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
Group A/US Open 2014/Mens Tournament/Doubles Matches/Paes/Stepanek v Granollers/Lopez,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
Group A/US Open 2014/Mens Tournament/Doubles Matches/Pospisil/Sock v Berlocq/Mayer,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
Group A/US Open 2014/Mens Tournament/Doubles Matches/Rojer/Tecau v Marrero/Verdasco,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Bautista Agut v Federer,663,663,663,663,663,663,663,663,663,663,663,663,663,663,663
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Bautista Agut v Federer/Game Betting/Set 01,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Bautista Agut v Federer/Game Betting/Set 02,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Bautista Agut v Federer/Game Betting/Set 03,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Berdych v Thiem,654,654,654,654,654,654,654,654,654,654,654,654,654,654,654
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Berdych v Thiem/Game Betting/Set 01,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Berdych v Thiem/Game Betting/Set 02,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Berdych v Thiem/Game Betting/Set 03,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/G Dimitrov v Monfils,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458,1458
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/G Dimitrov v Monfils/Game Betting/Set 01,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/G Dimitrov v Monfils/Game Betting/Set 02,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/G Dimitrov v Monfils/Game Betting/Set 03,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon/Game Betting/Set 01,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon/Game Betting/Set 02,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon/Game Betting/Set 03,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon/Game Betting/Set 04,149,149,149,149,149,149,149,149,149,149,149,149,149,149,149
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Ma Cilic v G Simon/Game Betting/Set 05,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/N Djokovic v Kohlschreiber,761,761,761,761,761,761,761,761,761,761,761,761,761,761,761
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/N Djokovic v Kohlschreiber/Game Betting/Set 01,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/N Djokovic v Kohlschreiber/Game Betting/Set 02,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/N Djokovic v Kohlschreiber/Game Betting/Set 03,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic/Game Betting/Set 01,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic/Game Betting/Set 02,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic/Game Betting/Set 03,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic/Game Betting/Set 04,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Nishikori v Raonic/Game Betting/Set 05,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/S Wawrinka v Robredo,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654,1654
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/S Wawrinka v Robredo/Game Betting/Set 01,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/S Wawrinka v Robredo/Game Betting/Set 02,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/S Wawrinka v Robredo/Game Betting/Set 03,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/S Wawrinka v Robredo/Game Betting/Set 04,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Tsonga v A Murray,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Tsonga v A Murray/Game Betting/Set 01,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Tsonga v A Murray/Game Betting/Set 02,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
Group A/US Open 2014/Mens Tournament/Fourth Round Matches/Tsonga v A Murray/Game Betting/Set 03,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
Group A/US Open 2014/Mens Tournament/Player Specials,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Berdych v Ma Cilic,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486,1486
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Berdych v Ma Cilic/Game Betting/Set 01,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Berdych v Ma Cilic/Game Betting/Set 02,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Berdych v Ma Cilic/Game Betting/Set 03,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer/Game Betting/Set 01,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer/Game Betting/Set 02,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer/Game Betting/Set 03,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer/Game Betting/Set 04,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/Monfils v Federer/Game Betting/Set 05,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/N Djokovic v A Murray,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737,1737
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/N Djokovic v A Murray/Game Betting/Set 01,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/N Djokovic v A Murray/Game Betting/Set 02,147,147,147,147,147,147,147,147,147,147,147,147,147,147,147
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/N Djokovic v A Murray/Game Betting/Set 03,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/N Djokovic v A Murray/Game Betting/Set 04,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842,1842
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori/Game Betting/Set 01,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori/Game Betting/Set 02,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori/Game Betting/Set 03,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori/Game Betting/Set 04,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242
Group A/US Open 2014/Mens Tournament/Quarter Final Matches/S Wawrinka v Nishikori/Game Betting/Set 05,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
Group A/US Open 2014/Mens Tournament/Semi Final Matches/Ma Cilic v Federer,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149,2149
Group A/US Open 2014/Mens Tournament/Semi Final Matches/Ma Cilic v Federer/Game Betting/Set 01,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Group A/US Open 2014/Mens Tournament/Semi Final Matches/Ma Cilic v Federer/Game Betting/Set 02,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244
Group A/US Open 2014/Mens Tournament/Semi Final Matches/Ma Cilic v Federer/Game Betting/Set 03,325,325,325,325,325,325,325,325,325,325,325,325,325,325,325
Group A/US Open 2014/Mens Tournament/Semi Final Matches/N Djokovic v Nishikori,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632,2632
Group A/US Open 2014/Mens Tournament/Semi Final Matches/N Djokovic v Nishikori/Game Betting/Set 01,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201
Group A/US Open 2014/Mens Tournament/Semi Final Matches/N Djokovic v Nishikori/Game Betting/Set 02,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
Group A/US Open 2014/Mens Tournament/Semi Final Matches/N Djokovic v Nishikori/Game Betting/Set 03,386,386,386,386,386,386,386,386,386,386,386,386,386,386,386
Group A/US Open 2014/Mens Tournament/Semi Final Matches/N Djokovic v Nishikori/Game Betting/Set 04,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195
Group A/US Open 2014/Mens Tournament/Third Round Matches/A Mannarino v Bautista Agut,446,446,446,446,446,446,446,446,446,446,446,446,446,446,446
Group A/US Open 2014/Mens Tournament/Third Round Matches/Berdych v Gabashvili,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345
Group A/US Open 2014/Mens Tournament/Third Round Matches/F Lopez v Thiem,599,599,599,599,599,599,599,599,599,599,599,599,599,599,599
Group A/US Open 2014/Mens Tournament/Third Round Matches/G Dimitrov v Goffin,688,688,688,688,688,688,688,688,688,688,688,688,688,688,688
Group A/US Open 2014/Mens Tournament/Third Round Matches/Kohlschreiber v Isner,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125
Group A/US Open 2014/Mens Tournament/Third Round Matches/M Granollers v Federer,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507
Group A/US Open 2014/Mens Tournament/Third Round Matches/M Granollers v Federer/Game Betting/Set 04,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
Group A/US Open 2014/Mens Tournament/Third Round Matches/Monfils v Gasquet,507,507,507,507,507,507,507,507,507,507,507,507,507,507,507
Group A/US Open 2014/Mixed Doubles/Barty/Peers v Townsend/Young,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178
Group A/US Open 2014/Mixed Doubles/Chan/Hutchins v Peschke/Matkowski,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Chan/Hutchins,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Spears/Gonzalez,287,287,287,287,287,287,287,287,287,287,287,287,287,287,287
Group A/US Open 2014/Mixed Doubles/Mirza/Soares v Srebotnik/Bopanna,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
Group A/US Open 2014/Mixed Doubles/Spears/Gonzalez v Black/Paes,134,134,134,134,134,134,134,134,134,134,134,134,134,134,134
Group A/US Open 2014/Mixed Doubles/Spears/Gonzalez v Townsend/Young,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
Group A/US Open 2014/Womens Tournament,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303
Group A/US Open 2014/Womens Tournament/Doubles Matches/Black/Mirza v Diyas/Xu,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108
Group A/US Open 2014/Womens Tournament/Doubles Matches/Black/Mirza v Jankovic/Koukalova,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136
Group A/US Open 2014/Womens Tournament/Doubles Matches/Date-Krumm/Zahlavova Strycova v Hsieh/Peng,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
Group A/US Open 2014/Womens Tournament/Doubles Matches/Gajdosova/Tomljanovic v Hingis/Pennetta,106,106,106,106,106,106,106,106,106,106,106,106,106,106,106
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Black/Mirza,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Makarova/Vesnina,726,726,726,726,726,726,726,726,726,726,726,726,726,726,726
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hingis/Pennetta v Peschke/Srebotnik,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hlavackova/Zheng v Dabrowski/Rosolska,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183
Group A/US Open 2014/Womens Tournament/Doubles Matches/Hlavackova/Zheng v Date-Krumm/Zahlavova Stry,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
Group A/US Open 2014/Womens Tournament/Doubles Matches/Kudryavtseva/Rodionova v Peschke/Srebotnik,321,321,321,321,321,321,321,321,321,321,321,321,321,321,321
Group A/US Open 2014/Womens Tournament/Doubles Matches/Makarova/Vesnina v Date-Krumm/Zahlavova Stry,456,456,456,456,456,456,456,456,456,456,456,456,456,456,456
Group A/US Open 2014/Womens Tournament/Doubles Matches/Williams/Williams v Makarova/Vesnina,583,583,583,583,583,583,583,583,583,583,583,583,583,583,583
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/Bencic v J Jankovic,682,682,682,682,682,682,682,682,682,682,682,682,682,682,682
Group A/US Open 2014/Womens Tournament/Fourth Round Matches/E Makarova v Bouchard,970,970,970,970,970,970,970,970,970,970,970,970,970,970,970
