FULL_DESCRIPTION,NUMBER_BETS,VOLUME_MATCHED,WIN_AMOUNT,LOSS_AMOUNT,SETTLED_DATE,COUNTRY,CITY
Danish Soccer/Division 2 East/Fixtures 06 September/HIK v Fremad Amager,2853,53984.28,58532.832,64694.045,6/9/14 12:50,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 06 September/Herlev v Hvidovre,1856,62382.84,60220.563,73262.9524,6/9/14 11:08,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/Avarta v Avedore,1255,30795.34,33473.7514,25227.986,7/9/14 12:51,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/Avarta v Avedore/Asian Handicap,2,4.88,8.9304,0,,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/FC Helsingor v GVI,2163,46826.32,46832.9756,58536.2232,7/9/14 12:51,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/FC Helsingor v GVI/Asian Handicap,16,113.08,102.5766,121.3848,,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/Holbaek v Rishoj,3965,147246.36,129583.922,106617.873,7/9/14 13:18,Denmark,Copenhagen
Danish Soccer/Division 2 East/Fixtures 07 September/Holbaek v Rishoj/Asian Handicap,2,4,5.36,0,,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 06 September/Brabrand v Kjellerup,802,13454.44,13198.48,9044.9794,6/9/14 13:48,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 06 September/Naesby v Naestved,1420,30642.38,29920.3862,36139.0028,6/9/14 14:54,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 06 September/Odder v FC Sydvest,3362,56454,57529.6446,105976.3316,6/9/14 12:50,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 06 September/Skovbakken v Thisted,2798,60741.26,58449.802,88400.1544,6/9/14 11:45,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 06 September/Skovbakken v Thisted/Asian Handicap,2,4,4.52,0,,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 07 September/FC Svendborg v Kolding IF,1548,34321.48,33712.0201,36469.7918,7/9/14 12:48,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 07 September/FC Svendborg v Kolding IF/Asian Handicap,2,4.9,0,8.232,,Denmark,Copenhagen
Danish Soccer/Division 2 West/Fixtures 07 September/Kolding Boldklub v Ringkobing,1249,32293.78,30878.915,42792.6956,7/9/14 12:50,Denmark,Copenhagen
Danish Soccer/Euro 2016 Qualifiers/Fixtures 07 September/Denmark v Armenia/Armenia Total Goals,21,320.64,302.7948,1363.7376,,Denmark,Copenhagen
Danish Soccer/Euro 2016 Qualifiers/Fixtures 07 September/Denmark v Armenia/Asian Handicap,248,13905.72,20993.4478,7506.3532,,Denmark,Copenhagen
Danish Soccer/Euro 2016 Qualifiers/Fixtures 07 September/Denmark v Armenia/Denmark Total Goals,41,1201.12,1651.7606,12.16,,Denmark,Copenhagen
Danish Soccer/Euro 2016 Qualifiers/Fixtures 07 September/Denmark v Armenia/Total Goals,91,20754.72,33581.4478,23844.0026,,Denmark,Copenhagen
Danish Soccer/International Friendly/Fixtures 03 September/Denmark v Turkey/Asian Handicap,93,19283.7,34888.1062,1464.6448,,Denmark,Copenhagen
Danish Soccer/International Friendly/Fixtures 03 September/Denmark v Turkey/Denmark Total Goals,2,3.2,0,7.424,,Denmark,Copenhagen
Danish Soccer/International Friendly/Fixtures 03 September/Denmark v Turkey/Total Goals,85,3047.46,4468.3704,13419.9182,,Denmark,Copenhagen
Dundee FC (youth) v Dundee Utd (Youth)/Asian Handicap,2,5.04,0,13.2552,,Scotland,Dundee
Durham Women FC (W) v Reading FC (W)/Asian Handicap,4,998.88,1797.984,0,,United Kingdom,Durham
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Almere City (youth) v Jong NEC Oss,2584,53531.01,44807.1681,71467.2368,1/9/14 18:26,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Almere City (youth) v Jong NEC Oss/Asian Handicap,13,499.7,756.115,92,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Brabant United (Youth) v Jong Sparta,1970,55006.91,55937.5819,59250.153,1/9/14 17:04,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Brabant United (Youth) v Jong Sparta/Asian Handicap,6,412,250.8,460.2,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/J Feyenoord Excel v Jong Dordrecht,2080,60917.46,65338.3728,73596.4026,1/9/14 18:01,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/J Feyenoord Excel v Jong Dordrecht/Asian Handicap,26,1264.34,664.6,1654.5722,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong AZ Alkmaar v Jong Heracles,4296,75662.8,84276.4027,91886.5635,1/9/14 18:20,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong AZ Alkmaar v Jong Heracles/Asian Handicap,27,906.38,1243.8376,811.674,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Fortuna Sittard v Go Ahead Eagles (Youth),2579,72908.98,77691.5568,89187.3106,1/9/14 17:47,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Fortuna Sittard v Go Ahead Eagles (Youth)/Asian Handicap,8,490,202.7,632.3,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Graafschap v Jong Roda JC,4110,71216.2,82094.9112,95376.3022,1/9/14 18:24,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Graafschap v Jong Roda JC/Asian Handicap,9,750.58,1254.938,0,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong PEC Zwolle v Jong Groningen,2563,63050.94,63095.4952,60793.8286,1/9/14 18:19,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong PEC Zwolle v Jong Groningen/Asian Handicap,6,1976.24,2714.0696,736.2,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Utrecht v Jong Vitesse AGOVV,2737,51862.81,51627.2228,70316.0206,1/9/14 18:20,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Utrecht v Jong Vitesse AGOVV/Asian Handicap,6,482,833.02,0,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong VVV Helmond Sport v Jong NAC Breda,1878,34173.02,36729.2662,37736.1402,1/9/14 18:26,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong VVV Helmond Sport v Jong NAC Breda/Asian Handicap,13,576.9,936.156,17.7004,,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Volendam v Jong Willem II,4280,83339.12,53985.8014,154578.2842,1/9/14 18:22,Netherlands,Amsterdam
Dutch Soccer/Dutch Jong Eredivisie/Fixtures 01 September/Jong Volendam v Jong Willem II/Asian Handicap,32,1679.66,2423.5718,249.0944,,Netherlands,Amsterdam
Dutch Soccer/Euro U21 Championship Qualifiers/Fixtures 04 September/Netherlands U21 v Georgia U21/Asian Handicap,56,2561.64,2139.2562,3281.9928,,Netherlands,Amsterdam
Dutch Soccer/Euro U21 Championship Qualifiers/Fixtures 04 September/Netherlands U21 v Georgia U21/Total Goals,65,2780.98,245.07,5001.7094,,Netherlands,Amsterdam
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu),4216,61269.12,54786.6083,123707.5832,6/9/14 2:54,Ecuador,Quito
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu)/Asian Handicap,4,9.66,15.0136,0,,Ecuador,Quito
Ecuadorian Soccer/Ecuadorian Primera A/Fixtures 06 September/Deportivo Cuenca v Univ Catolica (Ecu)/Total Goals,27,1361.86,647.0932,12225.733,,Ecuador,Quito
England v Norway/Asian Handicap,372,22523.14,28045.6758,13239.626,,United Kingdom,London
England v Norway/England Total Goals,241,9236.62,3545.5552,20814.5346,,United Kingdom,London
England v Norway/Norway Total Goals,32,319.1,0,4037.5998,,United Kingdom,London
England v Norway/Total Goals,269,9272.32,5515.0132,64113.5718,,United Kingdom,London
English Soccer/Conference North/Fixtures 06 September/Barrow v Worcester,1322,16105.48,16356.4282,25763.1728,6/9/14 15:55,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/Bradford PA v Boston Utd,742,16176.42,17811.4222,21697.5186,6/9/14 15:21,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/Colwyn Bay v Gainsborough,420,4255.46,3652.7438,6176.248,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/Gloucester v Hyde,980,13034.7,9982.159,19178.094,6/9/14 14:48,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/Gloucester v Hyde/Asian Handicap,27,519.14,165.6674,705.7562,,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/Hednesford v Stockport,1522,29886.07,24093.7887,50724.6848,6/9/14 15:54,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/North Ferriby Utd v Solihull Moors,352,1932.81,1198.1643,3610.4794,6/9/14 15:25,United Kingdom,Birmingham
English Soccer/Conference North/Fixtures 06 September/North Ferriby Utd v Solihull Moors/Asian Handicap,4,21.56,20.2106,24.4296,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford,2469,54624.56,66823.335,85230.8682,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford/Asian Handicap,10,119.14,185.8044,29.4596,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Altrincham v Dartford/Total Goals,6,256.9,355.3166,158.64,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield,1990,27836.63,27972.8031,44174.0244,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield/Asian Handicap,41,666.64,1174.5374,168.8474,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Chester v Macclesfield/Total Goals,2,10,0,127.8,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/FC Halifax Town v Aldershot,2808,39749.58,44971.878,63218.078,6/9/14 15:55,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Forest Green v Wrexham,2476,43537.51,48889.3439,77956.7142,6/9/14 15:16,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Forest Green v Wrexham/Asian Handicap,5,4000,0,8200,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd,2376,59445.51,61665.0446,117100.6726,6/9/14 15:51,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd/Asian Handicap,10,42.92,49.5364,25.1008,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Grimsby v Welling Utd/Total Goals,6,148.42,0,448.8236,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Kidderminster v Gateshead,887,16991.29,22785.9693,29379.6492,6/9/14 15:50,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Telford v Dover,765,8625.09,8023.0704,18882.5188,6/9/14 15:37,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton,1305,32319.62,39436.9988,52030.9428,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton/Asian Handicap,22,3182.5,5164.464,0,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Torquay v Nuneaton/Total Goals,7,627.6,684.084,0,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln,2177,52925.34,56626.7174,86768.2878,6/9/14 15:52,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln/Asian Handicap,12,264.98,539.138,24.1596,,United Kingdom,Birmingham
English Soccer/Conference Premier/Fixtures 06 September/Woking v Lincoln/Total Goals,29,1660.56,3468.1524,0,,United Kingdom,Birmingham
English Soccer/Conference South/Fixtures 06 September/Ebbsfleet Utd v St Albans,147,664.1,702.7836,1105.343,6/9/14 15:52,United Kingdom,Birmingham
English Soccer/Conference South/Fixtures 06 September/Farnborough v Havant and W,62,159.18,170.3544,114.339,6/9/14 15:56,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 01 September/Kingstonian FC v Bury Town FC,5526,90441.27,87847.608,106505.3268,1/9/14 20:53,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 01 September/Kingstonian FC v Bury Town FC/Asian Handicap,2,4.86,0,18.3708,,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 02 September/Enfield Town FC v Tonbridge Angels,745,22630.74,18275.6938,18427.9048,2/9/14 19:56,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 02 September/Hornchurch v Maidstone United FC,527,6951.02,5433.4598,11238.039,2/9/14 20:39,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 02 September/Leiston v East Thurrock,886,9383,8423.8066,9248.2866,2/9/14 20:42,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 03 September/Leatherhead FC v Billericay Town,1156,22385.48,26701.6674,13148.6146,3/9/14 20:40,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 03 September/Lewes v Grays Athletic FC,1549,32892.88,29397.3756,34316.5334,3/9/14 19:36,United Kingdom,Birmingham
English Soccer/Isthmian Premier/Fixtures 03 September/Peacehaven & Telscombe v Metropolitan Police FC,528,6792.64,6960.7442,3933.5568,3/9/14 20:38,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend,8219,198434.26,154024.82,451115.4076,2/9/14 20:40,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend/Asian Handicap,15,1478.56,2018.7204,201.7138,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/AFC Wimbledon v Southend/Total Goals,16,259.62,183.0662,1778.9996,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle,5753,110147.25,104234.2074,284024.2428,2/9/14 20:38,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle/Asian Handicap,4,7.88,0,15.3916,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Accrington S v Carlisle/Total Goals,21,768.8,779.1576,4405.2128,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City,9106,268045.93,285552.418,559938.412,2/9/14 20:39,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City/Asian Handicap,29,1755.08,3031.5496,575.6256,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Barnsley v York City/Total Goals,28,1531.88,368.7724,22007.783,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd,5309,126402.15,121742.3889,239235.2988,2/9/14 20:39,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd/Asian Handicap,49,10564.18,2227.8992,17649.195,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Cheltenham v Oxford Utd/Total Goals,30,1159.6,537.3212,14647.1976,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd,5474,129338.62,122981.7337,294470.0172,2/9/14 20:37,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd/Asian Handicap,9,7964.34,0,13619.0216,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crawley Town v Cambridge Utd/Total Goals,14,1068.22,1692.742,561.1188,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale,12363,365240.48,425153.4683,483841.3396,2/9/14 20:15,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale/Asian Handicap,31,882.26,1505.0928,83.8496,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Crewe v Rochdale/Total Goals,20,270.86,395.5598,242.4744,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe,8325,257486.64,240186.6116,499966.6568,2/9/14 20:40,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe/Asian Handicap,29,4788.14,1113.3578,7942.3898,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Fleetwood Town v Morecambe/Total Goals,75,2716.16,592.0208,14410.4904,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield,6698,195881.75,179551.7885,496735.5874,2/9/14 20:07,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield/Asian Handicap,52,1241.12,839.9182,1854.4956,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Notts Co v Mansfield/Total Goals,73,3435.88,2255.4614,10881.775,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford,12516,286828.38,277191.985,537225.6456,2/9/14 20:16,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford/Asian Handicap,58,4496.02,4126.4034,4868.093,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Oldham v Bradford/Total Goals,70,2057,1170.0492,16965.109,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient,25137,1099808.69,1017084.124,1950049.38,2/9/14 20:39,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Asian Handicap,63,9036.64,12956.0362,1255.7468,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Leyton Orient Total Goals,4,18.84,0,128.186,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Peterborough Total Goals,20,466,140.7,5671.2816,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Peterborough v Leyton Orient/Total Goals,86,1698.64,3053.5692,2322.9298,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury,9988,229256.16,259649.0062,384348.0656,2/9/14 20:41,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury/Asian Handicap,27,1102.48,1864.1732,273.6456,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Preston v Shrewsbury/Total Goals,9,53.68,23.1896,117.11,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield,5758,178414.62,174489.4428,309466.7484,2/9/14 20:41,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield/Asian Handicap,41,5195.62,4339.5414,5883.1152,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Scunthorpe v Chesterfield/Total Goals,18,703.1,0,2452.5108,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham,7096,123086.79,106483.2328,264738.0822,2/9/14 20:39,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham/Asian Handicap,22,3699.18,6582.4554,482.1012,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Stevenage v Gillingham/Total Goals,2,236.22,0,458.2668,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry,8197,190692.75,174206.864,342744.5382,2/9/14 20:40,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry/Asian Handicap,21,397.3,334.7208,464.3156,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Wycombe v Coventry/Total Goals,2,32.52,0,257.2332,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth,5794,116983.53,119915.132,261801.7281,2/9/14 20:40,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth/Asian Handicap,17,447.02,415.6806,572.5472,,United Kingdom,Birmingham
English Soccer/Johnstones Paint Trophy/Fixtures 02 September/Yeovil v Portsmouth/Total Goals,44,1186.66,2718.935,6076.6818,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham,60647,3213044.44,3543131.544,5585488.156,5/9/14 20:54,United Kingdom,Birmingham
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Asian Handicap,185,17638.68,30890.15,2328.0962,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Coventry Total Goals,143,1579.68,346.9516,9399.5644,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Gillingham Total Goals,79,521.34,0,7940.197,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 05 September/Coventry v Gillingham/Total Goals,221,18776.54,553.061,61391.1708,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil,12006,346004.96,308253.4234,716552.3624,6/9/14 14:48,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Asian Handicap,30,672.68,415.7592,848.6074,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Bradford Total Goals,9,94.56,0,511.828,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Total Goals,12,395.32,19.0476,895.4,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bradford v Yeovil/Yeovil Total Goals,2,4.54,15.3906,0,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe,20003,684306.57,821576.1573,1040375.343,6/9/14 15:45,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Asian Handicap,217,10875.74,16316.441,5616.0736,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Bristol City Total Goals,13,151.26,92.006,525.6042,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Scunthorpe Total Goals,14,58.68,0,1467.8734,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Bristol City v Scunthorpe/Total Goals,31,1279.54,1024.71,1905.5664,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale,6654,169868.45,195396.9767,318610.7614,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Asian Handicap,36,374.48,118.24,598.4188,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Crawley Town Total Goals,2,22,0,65.12,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Rochdale Total Goals,2,3.18,8.7768,0,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Crawley Town v Rochdale/Total Goals,24,1694,5393.3164,342.98,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town,7880,188391.16,185186.0298,414911.4716,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town/Asian Handicap,18,441.58,642.7842,107.7334,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Oldham v Fleetwood Town/Total Goals,26,797.68,6.446,2981.7686,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale,15344,510708.32,596682.3744,875015.821,6/9/14 15:37,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Asian Handicap,59,597.52,753.458,566.7026,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Peterborough Total Goals,20,612.68,1023.704,2069,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Port Vale Total Goals,15,275.7,0,1691.149,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Peterborough v Port Vale/Total Goals,50,3636.7,6630.1898,589.39,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Walsall v Colchester,9107,232859.32,204073.374,530048.599,6/9/14 15:53,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Asian Handicap,172,21305.28,35430.1448,5776.7058,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Colchester Total Goals,6,77.94,0,290.7162,,United Kingdom,Birmingham
English Soccer/League One/Fixtures 06 September/Walsall v Colchester/Total Goals,6,44.66,0,1697.4372,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere,4533,73581.08,76093.3968,162308.0732,6/9/14 15:51,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Accrington S Total Goals,2,200,268,0,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Asian Handicap,14,453.3,348.4408,477.5038,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Accrington S v Tranmere/Total Goals,40,415.84,678.4342,2383.619,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon,5241,134323.48,117310.4212,214852.4498,6/9/14 15:43,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Asian Handicap,12,200.02,368.3986,0,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Carlisle Total Goals,2,6.78,0,83.9364,,United Kingdom,Birmingham
English Soccer/League Two/Fixtures 06 September/Carlisle v AFC Wimbledon/Total Goals,6,29.46,124.0314,0,,United Kingdom,Birmingham
